Rank,Grade,Channel,Uploads,Subscribers,Views
2949,B+,Ideas en 5 minutos NIÑOS,668,988733,117899911
2950,B+,Saregama Bengali,2339,1285345,501342602
2951,B+,Лига WatchCAR -…,105,300265,161423341
2952,B+,GerardoOrtizVEVO,91,2504451,1533049314
2953,B+,Nexxuz World,902,2786508,740500603
2954,B+,三立LIVE新聞,62969,463879,617815248
2955,B+,Free Kids Games,655,NA,482663453
2956,B+,LaLiga Santander,30735,2835452,659284535
2957,B+,MLB,267649,1434206,1329206392
2958,B+,Primitive Wildlife,135,429361,96827542
2959,B+,انور المحبوب anwar…,95,2379431,472598607
2960,B+,Surprise Toys Baby - DTAC TOYS TV,3,739567,57853099
2961,B+,News Tube,1920,NA,70196251
2962,B+,RedConectate,123,538420,247461127
2963,B+,พระนครฟิลม์…,311,1114429,228312377
2964,B+,SISI LAIN DUNIA,1067,811457,368826750
2965,B+,Nickelodeon France,1603,461268,249364334
2966,B+,KOMPASTV,67508,596530,468517987
2967,B+,فان مسلسلات,71,NA,110841114
2968,B+,Banglavision DRAMA,906,467829,55404821
2969,B+,عروض مواهب مترجمة,237,1350672,241777799
2970,B+,Время и Стекло,76,2340222,1125462303
2971,B+,MonDEV,923,2882303,605817991
2972,B+,Kadın,809,456523,257999396
2973,B+,DICHARA,23,48687,74014
2974,B+,Health & Beauty Tips- Gharelu…,129,2305859,211241208
2975,B+,Machine Gun Kelly,200,4062194,617193410
2976,B+,Sunny Kumar Rana,68,1696973,452698164
2977,B+,FunnyPig,752,412114,238560407
2978,B+,BigDaddyHoffman1911,542,168297,57946357
2979,B+,Marwa Loud,7,1396136,291164795
2980,B+,systemofadownVEVO,22,2951209,2061990370
2981,B+,The Daya Daily,140,736388,352087768
2982,B+,Mister Bin Video Film Cartoons…,984,386904,116485462
2983,B+,ABCSongs,235,1322915,716549011
2984,B+,rewinside,3357,2525853,1144101837
2985,B+,Манкиту Сhannel,364,929669,516927832
2986,B+,SHAM MEDIA شام ميديا,3292,NA,332034634
2987,B+,EthanGamer,833,2248312,1313195210
2988,B+,Garena RoV Thailand,748,1803752,330946680
2989,B+,Movie Escenas,309,518070,215703795
2990,B+,Stand Up Kompas TV,1665,839585,509843395
2991,B+,Dino Pereira,324,795055,309969321
2992,B+,Thiago Gravações Apresenta,679,1338088,446191063
2993,B+,Front Videos,145,NA,64705162
2994,B+,BASS BOOSTED SONGS,274,1405209,251327239
2995,B+,Spor Delisi HD,93,415809,189918112
2996,B+,Рыжий Ёжик ТВ,486,889638,740561742
2997,B+,PlayHard,1192,4984059,562344733
2998,B+,DaniRep Golf it y fortnite diario!,1843,2955245,625289467
2999,B+,aiudesk,574,764461,962652674
3000,B+,Maina Music,1029,1644947,494159147
3001,B+,Step by Step ID,129,786179,85923477
3002,B+,joystick,501,668762,139062900
3003,B+,Safiya Nygaard,119,6035710,628697520
3004,B+,Glis Video,42,447229,3662626
3005,B+,Dj Alfonzin,4451,678005,582003124
3006,B+,El Super Trucha,19,2890545,51304190
3007,B+,Mr. Nightmare,152,3766806,466757682
3008,B+,Lyrics Sonics,311,388296,206224146
3009,B+,BalBharti Kids,18,421029,111622396
3010,B+,Thánh Nô TV,575,618107,201378522
3011,B+,Aalok Kumar,662,76463,32136363
3012,B+,Мисс Николь,205,775362,253556555
3013,B+,sorriso de criança,743,716380,309166764
3014,B+,Kanal D Dizi,4533,509945,559965240
3015,B+,Guitar Record Official,72,853443,432664352
3016,B+,Calle13VEVO,88,2335195,1281525208
3017,B+,Eve My Tube,921,1262246,270580351
3018,B+,LaurenzSide,1155,1892929,482374063
3019,B+,National Dastak,9711,1795366,475930902
3020,B+,SonsGames,1906,813073,672733411
3021,B+,redimi2oficial,254,1850159,629437468
3022,B+,Adelina Grace,283,425612,204654919
3023,B+,TED-Ed,1484,7391895,1073032122
3024,B+,Voot,872,555656,328299609
3025,B+,El Mundo de Clodett,153,1372479,292067760
3026,B+,Мульти-игрульти,398,57155,20381526
3027,B+,Hindi ActionSongs,193,618420,271657269
3028,B+,noahsarklabel,960,482416,403153475
3029,B+,VilFun Show,141,585667,178958558
3030,B+,[Dorothy]도로시,480,1204365,250549219
3031,B+,CJ CAMBOTAR CHORD,2096,803859,397425308
3032,B+,MÌ HẢO HẢO - ACECOOK,55,11698,72242463
3033,B+,Katya Adushkina,326,3236916,395927293
3034,B+,TVN,13765,1000264,513033283
3035,B+,TheChildhoodLife Kids and Toys,974,2189444,1292605586
3036,B+,QueenTubeTH,411,2078604,397070891
3037,B+,Jessy Toys 911,943,1667793,823128169
3038,B+,JustJordan33,372,1392452,381881623
3039,B+,David Vlas,344,2054598,299060462
3040,B+,KeiferMC - Todo Sobre Minecraft,1276,2848623,896674276
3041,B+,Complex,1855,2792134,789671773
3042,B+,Munnik Tv Türkçe,35,912284,222905707
3043,B+,EverXFun,6,283811,62843746
3044,B+,Kosmos TV,58,71209,27756196
3045,B+,suellASMR,241,1063071,252440621
3046,B+,Videos Para Whatsapp!,167,63861,14372398
3047,B+,Channeli Tv,3176,1193979,271464829
3048,B+,Компот,491,1044246,250497347
3049,B+,Howcast,22207,6825517,3424536442
3050,B+,Le Bled'Art,1546,3464626,1149864426
3051,B+,Khesari Music World,411,1299484,382269383
3052,B+,Fun of Fortnite,157,NA,93608324
3053,B+,Kafalar,251,4519018,698614847
3054,B+,MV NEWS,1056,507029,125612247
3055,B+,赤髪のとものゲーム実況チャンネル!!…,3426,1770672,1693580580
3056,B+,The Studio Space,42,220561,98000140
3057,B+,LIL UZI VERT,74,4546220,1168385609
3058,B+,EBSDocumentary (EBS 다큐),21381,706822,716793911
3059,B+,ExplosmEntertainment,451,8650915,2310881550
3060,B+,Ttv Media Limited,387,77894,14444263
3061,B+,Bidünya Oyuncak - Dobişko Tv,1604,700274,452387041
3062,B+,Kids Channel - Cartoon Videos for…,2164,3543143,3335255531
3063,B+,"ТО ""Gazgolder""",1014,1929088,1158534683
3064,B+,ทุบโต๊ะ…,4115,734940,329300585
3065,B+,TimOn ChaveS,585,3971029,730736108
3066,B+,VIVA Network,1808,1591436,884084751
3067,B+,DAMI AN,185,3929446,1794157750
3068,B+,Candy Land,920,919810,608631540
3069,B+,GQ,2154,2552436,836994859
3070,B+,Marcos e Belutti,129,2338081,1051039559
3071,B+,iggyazaleamusicVEVO,52,5255070,2507680614
3072,B+,크림히어로즈,761,1592834,379686191
3073,A~,Boram Tube Toy Shcool [보람튜브…,NA,726527,205555289
3074,B+,LIUBCHENKO,43,822702,51989692
3075,B+,Boom Slime,119,218329,53161626
3076,B+,LoginfluenceKids,595,2704486,747295014
3077,B+,SUSHI RAMEN【Riku】,397,3330942,649164506
3078,B+,Thông điệp cuộc sống,6,181658,503631
3079,B+,Pelita Utama,2786,561013,280766132
3080,B+,APPLAUSE NEW YORK,335,137465,74992884
3081,B+,SCB Thailand,676,151818,370212210
3082,B+,Baby TV كتاكيت بيبي,65,905031,267655824
3083,B+,TiniVEVO,31,1351153,363864331
3084,B+,z a m,4008,394414,388136925
3085,B+,Disturbed,163,2035463,1138657345
3086,B+,Did You Know ?,963,932757,341866028
3087,B+,Madhuram Videos,1123,NA,84672983
3088,B+,プリッとChannel,936,384816,191700071
3089,B+,Slick TwoThree,131,203229,53586600
3090,B+,Discovery Home & Health,639,455359,93054171
3091,B+,Ellie Sparkles,728,1334463,864103581
3092,B+,Speed Stick - Latinoamérica,35,22527,139286431
3093,B+,Pelangi Records,317,744007,412537162
3094,B+,PPCandy,284,319949,122900222
3095,B+,KidCity,464,921200,654047364
3096,B+,GoPro,1974,6174784,1834461538
3097,B+,TPProductionz411,494,NA,66187749
3098,B+,1Kilo Oficial,94,4795224,887547430
3099,B+,NOVO! Aprenda as Cores Crianças,38,242591,91494693
3100,B+,Mana Amaravathi,2106,NA,126899353
3101,B+,Android Games,3034,NA,177249927
3102,B+,CiccioGamer89,5164,2739025,1049435234
3103,B+,The Pals,1242,2872495,1061073942
3104,B+,Duki,13,1578686,236138962
3105,B+,TeamFourStar,287,3149561,950269718
3106,B+,Мои игрушки,845,24248,30201408
3107,B+,Andrews Toy Channel,226,1153517,585222718
3108,B+,"Киножурнал ""Ералаш""…",975,571959,578670817
3109,B+,Hari Sharma,14396,178297,107169694
3110,B+,24h Tin tức,8733,NA,138731242
3111,B+,21 Savage,77,3950612,1135729554
3112,B+,Momentos Divertidos,374,954280,248754238
3113,B+,Verizon,470,145920,87916414
3114,B+,HowToBasic,480,11953126,1916020973
3115,B+,Bắp Bắp Channels,270,741701,307419475
3116,B+,Rudimental,77,1219236,816944628
3117,B+,LaliMusicaVEVO,51,578584,164485063
3118,B+,dosogas,446,5804234,999290952
3119,B+,Tube World,271,547272,201857426
3120,B+,Colors Learn White fy,15,NA,15896507
3121,B+,Capital FM,2075,2644604,1220778204
3122,B+,Aayu and Pihu Show,46,450784,74188210
3123,B+,BLACKHAND,16,562099,117674479
3124,B+,"monday.com, formerly dapulse",86,6461,61054124
3125,B+,iVideos,2298,1243105,831367649
3126,B+,Marah Tv,90,642071,224511038
3127,B+,Octan l أوكتان,637,1694247,307078198
3128,B+,Univision,37648,2270942,1453096184
3129,B+,STREET FOOD,3172,992599,352710748
3130,B+,Kids Play,14,157276,56270939
3131,B+,AiirSource Military,5749,1090345,508138618
3132,B+,XZD PLAY,446,644609,218892754
3133,B+,Lays Thailand,168,83928,155448357
3134,B+,Hindi Hangama - Songs Scenes,4456,277085,137861011
3135,B+,Reebok Latam,108,4367,40725618
3136,B+,Corridor,162,5120127,769979030
3137,B+,Classy Match,30,936087,133739199
3138,B+,Che Chef Play,1131,690705,390634845
3139,B+,CloeCouture,302,5018873,605014610
3140,B+,BangerChannel,626,2145663,1124597839
3141,B+,O Boticário,887,1276979,442622201
3142,B+,men a,304,46094,26415296
3143,B+,Ibadat,60,NA,84560283
3144,B+,ON Sport,23969,2175776,402965464
3145,B+,Super Fail,10,136538,49101795
3146,B+,Maya Kids World,66,407967,117932208
3147,B+,Las Estrellas,10313,627901,350435747
3148,B+,Music 2K,52,39183,18836853
3149,B+,Double Bubble,189,170898,52577524
3150,B+,Yode,735,735037,169033351
3151,B+,ArthurVideoSong,1295,655701,698260959
3152,B+,Klever Kids,14,NA,95015244
3153,B+,Bajaj Pulsar,169,207676,140830667
3154,B+,Amr Maskoun | عمرو مسكون,243,1934408,397610290
3155,B+,Cat Juguetes,58,1919487,606279997
3156,B+,Edition Parisien Plus,200,837256,179536330
3157,B+,TakagiKetraVEVO,5,408152,241034873
3158,B+,ヴァンゆんチャンネル/…,638,600504,155721562
3159,B+,TinyLessonTime,330,1447064,453923942
3160,B+,إليكم,99,503568,177336711
3161,B+,Ron Funches - Topic,21,453,13932203
3162,B+,skysoul سكاي سول l,250,860197,206358885
3163,B+,BuzzFeed Celeb,249,1708359,303694082
3164,B+,Surprise Egg And Toy Collector,2263,1136319,735236721
3165,B+,Rajasthani kapil dev,104,219996,20282486
3166,B+,Phim Hài - Bình Minh Film,245,1812006,1000625920
3167,B+,AB Studio Vibes,32,51859,14326203
3168,B+,Tôm Đáng Yêu,48,NA,21980084
3169,B+,EL DEMENTE,240,1208307,109681442
3170,B+,AyoandTeoVEVO,8,2136537,595220878
3171,B+,Disney UK,1115,3523705,2786057241
3172,B+,Kids Dee TV,471,674277,247123476
3173,B+,Discovery Kids Brasil,504,954505,268980431
3174,B+,*The Best In The World,148,405490,82138987
3175,B+,Dlan's Toys,767,539068,207243830
3176,B+,Dancefit Live,59,1393369,191655214
3177,B+,UsherVEVO,86,3768654,2488238303
3178,B+,adidas Running,32,72147,128582524
3179,B+,Take It Easy,295,419944,251740970
3180,B+,AlexKidsTV Italiano,136,339526,130045623
3181,B+,vendezvotrevoiture.fr,12,554,17603860
3182,B+,ascadamusik,147,1369528,824804395
3183,B+,ModernTalkingVEVO,51,714401,1016739338
3184,B+,Léo Magalhães,120,1011632,354202158
3185,B+,Hope Music Ethiopia,1244,610451,552001622
3186,B+,Thời Sự Online,5238,554228,365126109
3187,B+,Milena & Stesha Kids TV,18,NA,86473769
3188,B+,Pacheco,5,244169,97877587
3189,B+,Mainan Anak LetsPlay,230,985668,378505951
3190,B+,STR Noticias,737,1746081,583351466
3191,B+,XMEN Việt Nam - Đàn Ông Đích…,50,8193,59378873
3192,B+,Mysterious Topic,163,NA,201396286
3193,B+,Macan Allah,413,264353,43244168
3194,B+,MorphinLegacy,1360,820965,1028350183
3195,B+,AIS,1623,315280,415522346
3196,B+,Ben and Holly’s Little Kingdom…,208,580638,340416039
3197,B+,Magic Box Toys Collector,424,1303595,394499131
3198,B+,HOA BAN FOOD,480,1739678,689581927
3199,B+,YlovesMUSIC,618,366577,316065374
3200,B+,Supernanny,787,1670212,923485881
3201,B+,Disney XD,1631,1172003,672790229
3202,B+,Ritmo dos Fluxos By Detona Funk,673,1196337,140928373
3203,B+,Typical Gamer,2384,7507910,1837491454
3204,B+,GEMblog,324,964256,730058169
3205,B+,MYKINGDOM,1186,520085,404434606
3206,B+,ZackScottGames,8948,3266789,1911292211
3207,B+,GugaTV,94,676236,120243077
3208,B+,Soledad S,3192,337568,316792323
3209,B+,KızVızVız,367,743897,578130658
3210,B+,MUJRA MASTI,1052,1210976,766394934
3211,B+,Indonesian Idol,3078,2178046,1185316401
3212,B+,cobra123473,2355,2346305,952291050
3213,B+,NcR's Scaling,851,41775,20455543
3214,B+,Croton MEGA HIT…,966,823768,982439050
3215,B+,SuperSofi,462,297114,126302393
3216,B+,GaitherVEVO,2811,801479,869562917
3217,B+,Various Artists - Topic,203934,26013,13049365
3218,B+,Alex 366,619,114369,49397035
3219,B+,ChildrenNurseryRhymes,64,2965943,607754526
3220,B+,Sonali Films Purulia Bangla,400,565955,288290196
3221,B+,Elli Di,305,3514617,790583238
3222,B+,Kanal 7,6637,908255,836404037
3223,B+,HolaSoyGerman.,137,34480357,3617584451
3224,B+,RTGame,638,721132,73932765
3225,B+,TOMIKKU NET,1220,1454818,725063011
3226,B+,* KIDS Daisy Best,91,548637,121785380
3227,B+,Why Don't We,46,2111961,266478876
3228,B+,iStealth,588,286603,159489239
3229,B+,Chris Smoove,4983,4250606,2309711318
3230,B+,Yellow Music,1473,1045955,340639736
3231,B+,Bollywood Bai,4992,913401,288758164
3232,B+,Scoop,1300,1174791,597644390
3233,B+,MALFA,324,1237701,1174193735
3234,B+,Panthera Partha,76,567599,130735563
3235,B+,Cantando Aprendo a Hablar,268,1863878,1415231104
3236,B+,Буба — мультфильм…,70,985622,591044137
3237,B+,GermanLetsPlay,6696,2876017,1488910170
3238,B+,ميديا مصرية,7219,NA,523722521
3239,B+,mr bundesteam,243,810856,295829656
3240,B+,ImJayStation,366,2748910,425123326
3241,B+,ТСН,117623,674935,596691293
3242,B+,The Real Daytime,5788,1395866,1586973464
3243,B+,MGKVEVO,53,2535408,1000126905
3244,B+,HollywoodLife,6977,2196875,1367225615
3245,B+,maidigitv,25708,553656,1033050461
3246,B+,ATHLEAN-X™,944,6105099,868911508
3247,B+,ZoeVEVO,106,1556371,1502898899
3248,A~,atheer sultan,NA,NA,79663674
3249,B+,BOUNTY HUNTER D,174,1381717,125716518
3250,B+,KUN,5061,597210,408776906
3251,B+,Ülvi Mirzəzadə,474,276599,233926542
3252,B+,MyLifeAsEva,255,9057024,854792242
3253,B+,La Diversion de Martina,225,2678563,595543560
3254,B+,News18 Hindi,29195,1245990,381510375
3255,B+,JT Music,623,2382601,891069197
3256,B+,Gabbie Hanna,279,6308028,823945057
3257,B+,GAMES FACTORY,426,474005,239587803
3258,B+,FlipFlax,12,42206,13581349
3259,B+,壹週刊 NEXT,21362,323501,595089042
3260,B+,Disco Polo Lajf,791,755365,913121197
3261,B+,Melody Chan,196,NA,17554290
3262,B+,Mều Channel,223,1265370,311395415
3263,B+,WatanNetwork TV,559,388186,230826845
3264,B+,AlfredoOlivasVEVO,2,1189424,42873889
3265,B+,ProSidu,1431,2785627,597695600
3266,B+,Tom and Jerry Lovers,52,247946,70142318
3267,B+,ข่าวช่อง 8,47002,914519,347281029
3268,B+,Massi,2308,3086917,894959215
3269,B+,CelineDionVEVO,161,2109968,1634473915
3270,B+,Studio C,873,1971459,1502778452
3271,B+,AllAroundAudrey,428,1196160,328785415
3272,B+,IL LATO POSITIVO,719,812865,145231179
3273,B+,GahMarin,1404,2311535,482443239
3274,B+,blndsundoll4mj,2139,4457572,1394447606
3275,B+,LA LA SCHOOL,192,1952236,473755617
3276,B+,Boomerang Vietnam,1232,401065,270478511
3277,B+,Zig Sharko Lover,81,NA,174454734
3278,B+,Killer Stories,112,NA,199346945
3279,B+,KejarTayang.TV,372,176124,52370739
3280,B+,Shree Krishna International,26,849997,330099633
3281,B+,ТОЙ ДУМАН,554,609485,370021933
3282,B+,Paternity Court,567,238236,44797220
3283,B+,Студия Квартал 95…,2811,1768437,960349346
3284,B+,ゆうぴょん yupyon,2307,496648,369762636
3285,B+,Shemaroo RK Films,714,1010555,538734272
3286,B+,Bollywood Hardcore,10626,1495580,728883338
3287,B+,NET,401,716807,334973328
3288,B+,Movieclips Indie,8529,1175270,1572317790
3289,B+,Boris Vasovski,381,73408,41023522
3290,B+,Obito Zetsu,148,26061,17704374
3291,B+,TED,2805,11058942,1155971469
3292,B+,Lucy Play & Learn,673,551704,275259036
3293,B+,The Next News Network,19154,713227,696260539
3294,B+,Victoria México,91,109556,125205804
3295,B+,まふまふちゃんねる,195,1176545,413116827
3296,B+,fufew playtime,1198,386451,186174931
3297,B+,Rapper Tery [Official],80,1742490,736327305
3298,B+,GTV News,21443,375570,322129860
3299,B+,ABS-CBN Starmusic,3041,2504837,1348099376
3300,B+,The Viral Fever,191,4362887,383873451
3301,B+,UNIVERSAL MUSIC JAPAN,5756,1937431,1763784218
3302,B+,Dạy Bé Học,1001,350366,211671888
3303,B+,Guntee Pitithan,69,540317,53303457
3304,B+,Top Five,263,2876912,657521103
3305,B+,atiempopreescolar,195,1741821,1247069017
3306,B+,PASIONSUR Internacional™,633,NA,53755464
3307,B+,Samsung Brasil,945,370351,434464525
3308,B+,THE Next,130,NA,88427531
3309,B+,Funny colors,131,1075247,257518390
3310,B+,Lindsey Stirling,109,10986755,2342851789
3311,B+,Cascabel TV,867,1545996,677711949
3312,B+,Dramas Central,15173,1239714,493892911
3313,B+,Hussain Al Jassmi | حسين…,323,2413047,1033472155
3314,B+,Sayonara Boy,52,862111,310214445
3315,B+,PowerfulJRE,2069,3359994,796485934
3316,B+,Trà Xanh Không Độ,153,44114,145713856
3317,B+,نجد الحقيل,121,NA,132249636
3318,B+,民視戲劇館,7340,546433,1053925525
3319,B+,Mercado Livre,166,501266,705872922
3320,B+,ABC Malayalam,4596,NA,259845003
3321,B+,No Jumper,1274,2154028,381204264
3322,B+,Disney Channel FR,3878,1502378,1255024131
3323,B+,Channel DMG,376,295520,60977735
3324,B+,Mundo Bizarro /Jr,348,1338898,249314049
3325,B+,Mr. Fast 2018,86,378291,167815707
3326,B+,Ladylike,178,2886936,470614540
3327,B+,Cizzorz,807,2657220,296682204
3328,B+,First We Feast,386,3901986,533413035
3329,B+,Bhojpuri Hit Songs,2799,1160335,442573099
3330,B+,Za warudo,477,192189,222056520
3331,B+,Kaband Art Production | قبنض…,1808,503844,496639333
3332,B+,AsfaltRecords,1162,814631,683563679
3333,B+,YOYO TV Channel,23461,792856,372399113
3334,B+,SpyCakes,802,521984,184784325
3335,B+,Fun Kids Room,94,NA,20834600
3336,B+,Rudy Mancuso,81,5330078,760111470
3337,B+,NikkieTutorials,678,10851352,909763868
3338,B+,BROS SHOW,246,611389,248150713
3339,B+,KidsTV123,203,2828730,3410169278
3340,B+,CWE,1773,723023,250974604
3341,B+,TinenQa,859,1815133,378031570
3342,B+,Gameplayrj,13104,6766972,2485984749
3343,B+,Familia Diamond,52,605278,67492999
3344,B+,Gronkh,10800,4806059,2719532003
3345,B+,Pocket Films - Indian Short Films,1268,1405303,556481114
3346,B+,每天精彩小视频,140,118903,48102020
3347,B+,LJ Studios - Fortnite,54,458652,67503694
3348,B+,Naxeex Studio,124,12213,94663186
3349,B+,SEVENTEEN,348,2983811,645372961
3350,B+,Fozi Mozi Español,57,435466,121427999
3351,B+,BrothersOfDestruction22,556,634688,335495577
3352,B+,#Mentale Zuflucht,354,780214,363411371
3353,B+,jesseyjoyoficial,176,4662246,2603654889
3354,B+,Brincando Com a Tia Fla,975,2345259,690171168
3355,B+,Zee Music Marathi,1297,1651594,736737632
3356,B+,Man + River,39,1818516,119894597
3357,B+,สํานักข่าวไทย…,42962,1082598,486016747
3358,B+,Aşk Prodüksiyon Müzik Film…,464,895184,699349004
3359,B+,El Movimiento TV,183,506226,118034495
3360,B+,DisneyToysReview,2319,1227354,970664265
3361,B+,Visit Dubai,1300,194673,594831283
3362,B+,감스트GAMST,4570,971690,508608760
3363,B+,Arabian Fairy Tales,83,1318741,443337040
3364,B+,KanyeWestVEVO,64,3772994,2635101063
3365,B+,Epitaph Records,2985,2088471,1488298740
3366,B+,"SimpleKidsCrafts - Doll Crafts,…",1157,450721,133951556
3367,B+,TheMovieKaKa,57,961780,247784003
3368,B+,sok sabay,1500,NA,125008724
3369,B+,Tai Lopez,130,1247115,270526763
3370,B+,PlayToyKids,153,321606,55508868
3371,B+,阿神,3389,1643858,584467020
3372,B+,Romka TV,28,976753,192307866
3373,B+,Muhteşem Yüzyıl,1773,475474,729833997
3374,B+,Health Time,1069,3706185,254322267
